number,value,datetime_start,datetime_complete,duration,params_base_max_depth,params_base_max_features,params_base_min_samples_leaf,params_base_min_samples_split,params_learning_rate,params_minibatch_frac,params_n_estimators,state
140,0.8650104496730264,2026-02-27 17:48:06.500242,2026-02-27 17:52:08.461084,0 days 00:04:01.960842,5,0.7093895571389088,41,28,0.0019884231533848565,0.5739596178502131,1017,COMPLETE
141,0.8788825110034576,2026-02-27 17:52:08.462120,2026-02-27 17:52:57.037740,0 days 00:00:48.575620,5,0.7675168748802346,31,29,0.0012081033696260874,0.5341664214811828,992,PRUNED
142,0.8654770733210698,2026-02-27 17:52:57.037740,2026-02-27 17:56:57.239576,0 days 00:04:00.201836,5,0.7284236590743739,37,28,0.0014560816416350547,0.5248108046872885,1048,COMPLETE
143,0.8790125299765965,2026-02-27 17:56:57.240582,2026-02-27 17:57:49.226564,0 days 00:00:51.985982,5,0.7383135987745109,38,25,0.001467594646584873,0.5457482633140233,1077,PRUNED
144,0.8654188055590334,2026-02-27 17:57:49.227900,2026-02-27 18:01:47.607233,0 days 00:03:58.379333,5,0.7348885949401193,39,31,0.0012981330353502433,0.5231458569830085,1048,COMPLETE
145,0.8779820092265316,2026-02-27 18:01:47.607233,2026-02-27 18:02:38.144829,0 days 00:00:50.537596,5,0.7382869938277987,37,22,0.0011267948659358432,0.5536366925310476,1028,PRUNED
146,0.8768816634723733,2026-02-27 18:02:38.145864,2026-02-27 18:04:03.382634,0 days 00:01:25.236770,5,0.7757046382728443,39,31,0.0013509484720819814,0.8614462297321814,1115,PRUNED
147,0.865414471593262,2026-02-27 18:04:03.383795,2026-02-27 18:08:04.282432,0 days 00:04:00.898637,5,0.7277362196072599,37,34,0.0016635824923487558,0.5258747277568077,1051,COMPLETE
148,0.8654968169429168,2026-02-27 18:08:04.284487,2026-02-27 18:12:05.609343,0 days 00:04:01.324856,5,0.7287943724781114,36,34,0.0017306045731891547,0.5220938722424429,1050,COMPLETE
149,0.877685854898826,2026-02-27 18:12:05.610379,2026-02-27 18:12:55.508378,0 days 00:00:49.897999,5,0.7465984220324836,36,32,0.001013402536313411,0.526723583198386,1048,PRUNED
150,0.8654226579730523,2026-02-27 18:12:55.509510,2026-02-27 18:17:27.990607,0 days 00:04:32.481097,5,0.7264803134306368,35,34,0.0012819975135615299,0.5392819970197128,1155,COMPLETE
151,0.8652979360691895,2026-02-27 18:17:27.991610,2026-02-27 18:22:00.951401,0 days 00:04:32.959791,5,0.7270141427458039,35,34,0.0012688545400211194,0.537935799350006,1153,COMPLETE
152,0.8655979428109137,2026-02-27 18:22:00.953873,2026-02-27 18:26:47.435772,0 days 00:04:46.481899,5,0.7270895265897429,32,37,0.0015840276326504227,0.525007367148781,1230,COMPLETE
153,0.8655830147065906,2026-02-27 18:26:47.437943,2026-02-27 18:31:39.920657,0 days 00:04:52.482714,5,0.7019845587707574,32,36,0.0013829479584278582,0.5470776724657052,1309,COMPLETE
154,0.865541601255887,2026-02-27 18:31:39.921693,2026-02-27 18:36:37.519455,0 days 00:04:57.597762,5,0.7003484560511803,32,37,0.0011879746610363852,0.559632311081595,1302,COMPLETE
155,0.8652078858914967,2026-02-27 18:36:37.520491,2026-02-27 18:41:38.327748,0 days 00:05:00.807257,5,0.709877046593989,32,37,0.0011596248649730053,0.5659164720237095,1275,COMPLETE
156,0.8655719390162862,2026-02-27 18:41:38.328765,2026-02-27 18:46:53.243414,0 days 00:05:14.914649,5,0.6984042386980575,32,39,0.0014571523531000147,0.5551166183493825,1388,COMPLETE
157,0.8785430170180388,2026-02-27 18:46:53.243414,2026-02-27 18:47:59.906247,0 days 00:01:06.662833,5,0.6855263098567399,30,38,0.0014455473540004515,0.58029588504967,1387,PRUNED
158,0.8786272885747032,2026-02-27 18:47:59.907555,2026-02-27 18:49:13.090130,0 days 00:01:13.182575,6,0.7019454443709879,29,39,0.0015369393004648186,0.55653927637496,1419,PRUNED
159,0.865235815893134,2026-02-27 18:49:13.091130,2026-02-27 18:54:11.781405,0 days 00:04:58.690275,5,0.6762732725478124,32,36,0.0018315531353143672,0.5518964323133012,1330,COMPLETE
