number,value,datetime_start,datetime_complete,duration,params_base_max_depth,params_base_max_features,params_base_min_samples_leaf,params_base_min_samples_split,params_learning_rate,params_minibatch_frac,params_n_estimators,state
284,0.8692430488004547,2026-03-01 16:54:00.534391,2026-03-01 16:54:05.662932,0 days 00:00:05.128541,4,0.7393936747544004,32,43,0.012115672819813423,0.7443527268295589,430,PRUNED
285,0.8681571495988674,2026-03-01 16:54:05.663967,2026-03-01 16:54:10.366882,0 days 00:00:04.702915,4,0.7742688846579482,30,44,0.009407322276340694,0.7261618950056081,396,PRUNED
286,0.8600839344704375,2026-03-01 16:54:10.367917,2026-03-01 16:54:15.360374,0 days 00:00:04.992457,7,0.7558952239268754,33,29,0.010937218820239101,0.7342501713109845,345,PRUNED
287,0.8602332155136712,2026-03-01 16:54:15.361834,2026-03-01 16:54:29.164194,0 days 00:00:13.802360,4,0.7929321578284405,30,41,0.01290509212962595,0.7020977101295091,1229,PRUNED
288,0.8578832429621212,2026-03-01 16:54:29.165666,2026-03-01 16:54:33.866430,0 days 00:00:04.700764,8,0.7338868305107609,35,42,0.009455294202210418,0.7441940862779262,322,PRUNED
289,0.842439878263717,2026-03-01 16:54:33.867753,2026-03-01 16:54:56.290247,0 days 00:00:22.422494,10,0.7463653846885759,28,39,0.00845421353838711,0.7736366882649351,1413,PRUNED
290,0.8682125280503895,2026-03-01 16:54:56.291282,2026-03-01 16:55:00.650936,0 days 00:00:04.359654,4,0.7685409842253333,32,41,0.010482417598687793,0.7323669947301484,372,PRUNED
291,0.8665728443335805,2026-03-01 16:55:00.652042,2026-03-01 16:55:05.921858,0 days 00:00:05.269816,4,0.7233447033976804,31,43,0.011710330093668786,0.7532322568954875,451,PRUNED
292,0.8591256464832276,2026-03-01 16:55:05.922893,2026-03-01 16:55:10.931025,0 days 00:00:05.008132,7,0.7529040873908204,29,42,0.009145407561103486,0.7457284063665925,351,PRUNED
293,0.8657830994596991,2026-03-01 16:55:10.932061,2026-03-01 16:55:14.688043,0 days 00:00:03.755982,5,0.7373794899958452,26,41,0.010238991197910531,0.7191202053909755,300,PRUNED
294,0.8694188151900685,2026-03-01 16:55:14.689046,2026-03-01 16:55:18.916411,0 days 00:00:04.227365,4,0.4703862732006703,33,45,0.013612031544578615,0.767606437056116,390,PRUNED
295,0.8689878263717001,2026-03-01 16:55:18.917503,2026-03-01 16:55:23.009496,0 days 00:00:04.091993,4,0.7838025631370885,30,40,0.011272685263709292,0.7380590869316478,340,PRUNED
296,0.8673842590363187,2026-03-01 16:55:23.010965,2026-03-01 16:55:27.934903,0 days 00:00:04.923938,4,0.6966429114218456,32,44,0.015013167800909019,0.7562935542739899,416,PRUNED
297,0.8568397203147422,2026-03-01 16:55:27.936994,2026-03-01 16:55:49.434867,0 days 00:00:21.497873,4,0.7641674366617814,34,43,0.007268687571724154,0.7279369498800989,366,COMPLETE
298,0.8570260808429083,2026-03-01 16:55:49.435946,2026-03-01 16:56:08.397712,0 days 00:00:18.961766,4,0.7485442533283473,27,40,0.008435757220366592,0.7463957859093405,320,COMPLETE
299,0.86814751856382,2026-03-01 16:56:08.399159,2026-03-01 16:56:12.757642,0 days 00:00:04.358483,4,0.7256329795100355,31,42,0.009642279261729154,0.7157816879554635,380,PRUNED
